Name,Symbol,Price (USD),Market Cap (USD),"Volume (24h, USD)",Percent Change 1h,Percent Change 24h,Percent Change 7d,Circulating Supply,Total Supply,Max Supply,Rank,Last Updated
TokenPocket,TPT,0.009742108335946272,33770603.53274264,142455.52622049,-0.3963221,1.10324883,-15.79696274,3466457400,3466457400,5900000000.0,626,2025-06-28T06:15:00.000Z
NYM,NYM,0.04136730527701218,33622208.10473959,1623940.77159785,0.19689931,1.34228809,2.27468179,812772499.431416,1000000000,1000000000.0,627,2025-06-28T06:15:00.000Z
Oraichain,ORAI,2.413650896384269,33365585.89634722,472624.66956094,0.49669706,2.28531491,3.07158047,13823700,18014986.26,19779272.0,628,2025-06-28T06:15:00.000Z
CreatorBid,BID,0.12409686539709532,33315887.958488625,2100703.31000058,2.17422317,6.75611638,27.70638576,268466796.9,1000000000,1000000000.0,629,2025-06-28T06:15:00.000Z
SLERF,SLERF,0.06651697084295773,33258335.758294467,2710017.13778909,0.61455765,2.82663669,0.79238981,499997750,499997750,,630,2025-06-28T06:15:00.000Z
ChangeNOW Token,NOW,0.39158233965699674,33207619.510099865,3562.03036002,-0.00087053,0.03067596,9.72655478,84803670,199763509.8661694,200000000.0,631,2025-06-28T06:15:00.000Z
Bulla,BULLA,0.118024481594364,33046854.84642192,94030961.61801544,-0.9376924,23.83605033,61.87416298,280000000,1000000000,1000000000.0,636,2025-06-28T06:15:00.000Z
LOFI,LOFI,0.03315627849539381,33156278.495393805,1473586.976595,0.36868578,10.41054724,6.14773171,1000000000,1000000000,1000000000.0,632,2025-06-28T06:15:00.000Z
Ampleforth Governance Token,FORTH,2.311584664323642,33156339.813823245,2129346.46509825,0.09452933,-1.31058233,-7.17462584,14343554.15380151,15297897.14455933,,633,2025-06-28T06:15:00.000Z
Energy Web Token,EWT,1.0995323933108425,33054294.543180823,431705.29249659,-0.2854785,-4.72607985,-13.76516822,30062138,82852623.70431544,100000000.0,634,2025-06-28T06:15:00.000Z
PolySwarm,NCT,0.017516883339250035,33028097.234358713,331814.65275511,0.4323059,1.12776746,-2.61719659,1885500782,1885913076,1885913076.0,635,2025-06-28T06:15:00.000Z
StrikeX,STRX,0.03333199128464362,33331991.28464362,34841.77940274,1.40682881,10.65527853,34.93322782,1000000000,1000000000,,637,2025-06-28T06:15:00.000Z
Coq Inu,COQ,4.7210240038148005e-07,32773348.634482346,3331821.76641577,0.56146903,0.2828282,-2.1344258,69420000000000,69420000000000,69420000000000.0,638,2025-06-28T06:15:00.000Z
Fusionist,ACE,0.4984677097757213,32690657.885888867,4239196.21065873,-0.3869825,-0.21684509,-1.89228634,65582298,146307870,147000000.0,639,2025-06-28T06:15:00.000Z
Wirex Token,WXT,0.0032554890521732938,32554890.521732938,970596.38372003,0.46072124,-0.32731361,-3.13933016,10000000000,10000000000,10000000000.0,640,2025-06-28T06:15:00.000Z
RSS3,RSS3,0.040235085422946966,32416004.653778903,3172521.38776028,0.27944582,1.36618214,-5.86457799,805665113.2469407,1027387336.1981187,1000000000.0,641,2025-06-28T06:15:00.000Z
StandX DUSD,DUSD,1.0001820605176368,32329927.81759787,1084965.09367149,0.0201312,0.02031363,-0.00275838,32324042.885618,32324042.885618,,642,2025-06-28T06:15:00.000Z
ThunderCore,TT,0.00258005536205473,31808890.49481928,1172225.46539211,-1.153646,-3.02404772,-4.42174765,12328762771,12328762771,,647,2025-06-28T06:14:00.000Z
Radworks,RAD,0.6195960716546133,31956273.915409137,5831893.98998944,0.30179123,-0.82186991,-3.15147583,51575978.89552598,99998580,99999620.0,643,2025-06-28T06:15:00.000Z
Strike,STRK,5.6827126599864455,31856040.141547054,1267818.00716508,-0.51031674,-0.71247481,-5.33636354,5605780.55720717,6540888,6540888.0,646,2025-06-28T06:15:00.000Z
doginme,DOGINME,0.0004711501906575666,31858850.068641666,2370868.41359287,0.95188118,0.66177083,-3.96264696,67619308450.61841,67619308450.61841,69000000000.0,644,2025-06-28T06:15:00.000Z
Law Blocks (AI),LBT,0.13007983297636067,31869297.358584415,318575.150216,0.08438181,0.62876291,0.63521541,244997988,1000000000,,645,2025-06-28T06:15:00.000Z
Decentralized Social,DESO,3.5721484150418688,31736881.190782424,71921.84090296,0.02841824,5.29740735,-6.26082482,8884536,10808492,10808492.0,648,2025-06-28T06:15:00.000Z
Stargate Finance,STG,0.15230787679770422,31122350.510689385,3171270.65577962,-0.07959004,-1.22654572,-2.7257053,204338417.4544445,1000000000,1000000000.0,649,2025-06-28T06:15:00.000Z
MESSIER,M87,3.5169817356695376e-05,31119882.54675927,852571.63133318,-0.17210406,-1.54286417,21.72315009,884846293944,884846293944,884846293944.0,650,2025-06-28T06:15:00.000Z
XION,XION,0.8715425922731151,31081857.471469473,6217799.26026088,0.45641476,-0.01124846,-9.21637081,35663039.014999,200000000,,651,2025-06-28T06:15:00.000Z
FLock.io,FLOCK,0.1575348766341656,30548446.312167708,12109076.5182186,-0.48984183,0.57115429,-3.10712558,193915448.85078782,195097175.85078782,1000000000.0,652,2025-06-28T06:15:00.000Z
Ancient8,A8,0.10175178088161838,30539810.415824793,4637788.90183382,1.25316252,1.73347197,-1.16404065,300140303.7,1000000000,1000000000.0,653,2025-06-28T06:15:00.000Z
MNEE,MNEE,1.0023557688407805,30513643.431758843,86188.49844714,0.49762972,0.39102626,0.42330424,30441929.2833,30441929.2833,,654,2025-06-28T06:15:00.000Z
The Arena,ARENA,0.012173848558036264,29885312.65814145,52058.44290633,-0.13636461,0.00619489,-15.69189328,2454877971.8812423,10000000000,10000000000.0,655,2025-06-28T06:15:00.000Z
Elastos,ELA,1.3103423180531855,29868987.140531797,2174084.33227937,-0.20936949,-4.17668798,3.59706793,22794797,25983043,28219999.0,656,2025-06-28T06:15:00.000Z
Hashflow,HFT,0.051353148865008434,29821151.290306635,17281654.44307558,-0.12486316,-2.99206738,-2.50340489,580707355.8176,997756202.2939,,657,2025-06-28T06:15:00.000Z
OpenServ,SERV,0.044263026047276104,29761397.02124568,119095.81249063,0.05925851,-14.00343497,33.19879859,672376014,1000000000,1000000000.0,658,2025-06-28T06:15:00.000Z
Pythia,PYTHIA,0.02953167718669668,29531099.639123842,1648593.49931863,0.50842064,9.36386972,7.67017385,999980443.116414,999980443.116414,1000000000.0,659,2025-06-28T06:15:00.000Z
Derive,DRV,0.040122206363166345,29591318.140286658,205926.74113507,-0.20814,5.63659353,40.14172852,737529683,1000000000,,660,2025-06-28T06:15:00.000Z
Cross The Ages,CTA,0.05849882640450505,29249413.202252526,3944384.98149586,0.89625548,-4.92289697,-3.21938317,500000000,500000000,500000000.0,661,2025-06-28T06:15:00.000Z
Kujira,KUJI,0.23732493189180925,29036659.494588543,3291.30303043,-2.23263582,-3.71007978,-23.17701177,122349806.5,122349806.5,122349807.0,662,2025-06-28T06:15:00.000Z
Infinitar,IGT,0.19058175998607968,28652512.25422247,2739680.12541728,0.09186054,1.81760388,7.65840609,150342363.59405687,991700614.0320569,,663,2025-06-28T06:15:00.000Z
Uquid Coin,UQC,2.863435528851154,28634355.28851154,182742.51925977,-0.04525299,1.66191112,-4.38317588,10000000,40000000,,664,2025-06-28T06:15:00.000Z
LABUBU SOL,LABUBU,0.02857464827232526,28510090.18012383,9599501.92478158,7.1860544,6.72036427,16.20980512,997740721.37,997740721.37,997740721.37,667,2025-06-28T06:15:00.000Z
dForce,DF,0.028584871223438873,28582760.13429705,3351436.15467776,-0.09319074,-5.04718864,-20.26384593,999926146.6275177,999926146.6275177,999926146.6275177,665,2025-06-28T06:15:00.000Z
IXS,IXS,0.15868756231321368,28563761.21637846,46901.84252652,-1.16682059,-2.98615018,-9.8082156,180000000,180000000,180000000.0,666,2025-06-28T06:15:00.000Z
Keyboard Cat,KEYCAT,0.002850277429353946,28502774.29353946,2136494.7799552,0.60026642,-3.56662175,-11.65472065,10000000000,10000000000,10000000000.0,669,2025-06-28T06:15:00.000Z
Oho,OHO,0.0011812058276827989,28495286.992834385,177031.10453097,0.05886031,0.09838538,4.07530122,24123896382,45000000000,,670,2025-06-28T06:15:00.000Z
Acala Token,ACA,0.02440596270013031,28473622.98744561,2545936.65527698,0.62906162,-0.13989063,-3.56684666,1166666660,1600000000,,668,2025-06-28T06:15:00.000Z
Electroneum,ETN,0.0015888505223659354,28567242.5930494,3822096.84743088,-0.2647592,2.42765014,4.61466846,17979817604.56,17979817604.56,21000000000.0,671,2025-06-28T06:15:00.000Z
Gearbox Protocol,GEAR,0.002833905755372509,28339057.553725094,977552.19804122,-0.00590979,-0.1927436,-1.67010311,10000000000,10000000000,10000000000.0,672,2025-06-28T06:15:00.000Z
Zerebro,ZEREBRO,0.02813610301032563,28134877.187667027,4814087.11119209,0.00756057,1.32895896,-3.87867822,999956432.393706,999956662.284521,1000000000.0,673,2025-06-28T06:15:00.000Z
Hunt Town,HUNT,0.22290914819977245,28123929.63332317,1356202.94653204,-0.42080312,-1.69433799,-6.86003394,126167678,198912688,198912688.0,674,2025-06-28T06:15:00.000Z
Vine Coin,VINE,0.027909871662815073,27909707.106211748,16534484.75423643,0.29622049,2.75638448,-2.7483445,999994104,999994104,,675,2025-06-28T06:15:00.000Z
ARPA,ARPA,0.018326159464431897,27848186.322067324,7683971.76999708,-0.21693277,0.51913801,-6.13445879,1519586598.3877385,1999999999.9877386,,677,2025-06-28T06:15:00.000Z
Pirate Chain,ARRR,0.14194026720970393,27850638.91417073,166118.86215132,0.05857212,2.51758917,-2.27223813,196213797.97055,196213797.97055,,676,2025-06-28T06:15:00.000Z
BakeryToken,BAKE,0.09582938027618691,27768527.21060917,4027902.23683367,-0.22229657,-0.04821137,-3.76530677,289770497.63421565,289770497.63421565,,678,2025-06-28T06:15:00.000Z
LimeWire,LMWR,0.07988832361943347,27605040.073257055,2628880.35604634,-0.4900533,-2.08801753,22.62025827,345545366.61402553,633045269,633045269.0,679,2025-06-28T06:15:00.000Z
Nosana,NOS,0.571989065153007,27568537.345907804,441350.94074653,-0.1101504,0.65959719,4.95177798,48197665,100000000,,680,2025-06-28T06:15:00.000Z
Electronic USD,eUSD,1.0006560039821557,27512747.63990422,358806.66984105,-0.08706532,-0.05286235,0.00946617,27494711,27494711,,681,2025-06-28T06:15:00.000Z
Wibegram,WIBE,1.3466785144373021,27452935.71133799,3660248.00887449,-0.40775255,1.92532063,-7.48742245,20385664,300000000,300000000.0,682,2025-06-28T06:15:00.000Z
Node AI,GPU,0.27910934751872213,27372068.25431658,5468502.15557968,-0.1915597,-1.60116664,3.74151048,98069335.54054657,100000000,100000000.0,683,2025-06-28T06:15:00.000Z
THENA,THE,0.2582682749084821,27326481.243398227,9185452.5542346,-0.38893195,-1.53455914,-0.64377024,105806573.62225935,256079410.66137528,326120291.0,684,2025-06-28T06:14:00.000Z
Jelly-My-Jelly,JELLYJELLY,0.027230321473471097,27230296.93895145,7755119.74888368,0.22772609,-13.33091558,-9.73178128,999999099,999999099,,685,2025-06-28T06:15:00.000Z
Puffer,PUFFER,0.15467073866031106,27214178.03697063,11943593.00264698,0.00844981,-0.95680177,-0.81226149,175949105,1000000000,1000000000.0,686,2025-06-28T06:15:00.000Z
Milady Meme Coin,LADYS,3.705917964217135e-08,27215002.37806474,4662558.33560876,0.21025956,0.93689522,-3.70122988,734366023232083,888000888000888,888000888000888.0,687,2025-06-28T06:15:00.000Z
inSure DeFi,SURE,0.0010101747361326633,27062644.99842207,0.0,0.422996,11.74201047,18.45537641,26790063174.642704,88000000000,88000000000.0,688,2025-06-28T06:15:00.000Z
Syscoin,SYS,0.032745134784381486,26929744.41238701,2608880.54991198,-0.13343205,-1.15640682,-2.42114909,822404445.4149489,822404445.4149489,,689,2025-06-28T06:15:00.000Z
MAP Protocol,MAPO,0.004570337707948683,26822157.48280572,1384834.24085251,-0.01091316,0.26886336,-7.16031929,5868747387.344464,9697223991.055454,,690,2025-06-28T06:15:00.000Z
CZ's Dog,BROCCOLI,0.02746084621239886,26744335.03947948,14610106.52847148,-1.55973135,1.11712062,23.780305,973907899,973907899,1000000000.0,691,2025-06-28T06:14:00.000Z
Wojak,WOJAK,0.00038501677856168237,26721984.305233605,1189326.60511895,-0.20207432,-1.92761118,9.4434562,69404726737,69420000000,69420000000.0,692,2025-06-28T06:15:00.000Z
Bluefin,BLUE,0.08691900888502466,26561837.031602968,7194614.86931528,0.58881114,6.01514282,1.25947447,305592958,1000000000,1000000000.0,694,2025-06-28T06:15:00.000Z
FirmaChain,FCT,0.02621908294861715,26623394.60156536,1206533.72458659,0.1859331,0.63869087,-4.69807671,1015420510.844737,1028273721.506689,,693,2025-06-28T06:15:00.000Z
Pangolin,PNG,0.12000943721035352,26446956.23552077,781582.92116453,-0.1162448,2.33832051,-4.84871847,220373971,230000000,230000000.0,695,2025-06-28T06:15:00.000Z
district0x,DNT,0.0262785592380504,26278559.238050397,27327.79157654,0.03476015,1.02772991,-0.52101322,1000000000,1000000000,,696,2025-06-28T06:15:00.000Z
KoKoK The Roach,KOKOK,0.13165093690259125,26329718.021232206,432265.33447835,1.0211039,2.02270134,-0.66779159,199996434.820009,199996434.820009,199997902.96,697,2025-06-28T06:15:00.000Z
DODO,DODO,0.03598964199541708,26117805.7174119,3450299.86693747,-0.20644514,-1.35738824,-5.97262749,725703404.35,1000000000,,698,2025-06-28T06:15:00.000Z
Lumia,LUMIA,0.21878370449526593,26001616.655634645,2776367.90833632,-0.23438964,0.46381528,-4.39220254,118846221.73127739,238888888,238888888.0,699,2025-06-28T06:15:00.000Z
AVA,AVA,0.025918257583125808,25918103.88785834,1592090.74246579,-0.38143241,3.56633173,1.11806961,999994070,999994070,999995926.72,700,2025-06-28T06:15:00.000Z
RAMP,RAMP,0.054186897564697085,25892598.856823925,0.0,0.0,25.56029031,26.23307703,477838740,1000000000,1000000000.0,701,2025-06-28T06:15:00.000Z
OMG Network,OMG,0.18427553778447034,25843796.183419056,4137062.34481988,-0.13467764,0.74593584,0.81108472,140245398.24513277,140245398.24513277,140245399.0,702,2025-06-28T06:15:00.000Z
Catizen,CATI,0.0790912869208886,25767150.365956295,10004766.40000322,-0.53162033,-0.79321876,7.53936432,325790000,1000000000,1000000000.0,703,2025-06-28T06:15:00.000Z
CLV,CLV,0.021020171255646813,25731651.968626585,1134736.83339059,0.07028559,1.71707361,-5.53668547,1224140929,2000000000,,704,2025-06-28T06:15:00.000Z
Helium Mobile,MOBILE,0.0002858880794319175,25524087.731681596,1416588.63528633,0.51244447,5.05543537,-5.77751369,89280000000,100880000000,,705,2025-06-28T06:15:00.000Z
tao.bot,TAOBOT,0.331132713831132,25386841.504097693,67289.18117181,0.12778546,-0.62535606,24.9011519,76666667,100000000,100000000.0,707,2025-06-28T06:15:00.000Z
Sui Name Service,NS,0.13567180458083555,25386174.83960889,3259373.1713867,0.25548938,3.41148393,-2.61027449,187114595.534722,500000000,500000000.0,708,2025-06-28T06:15:00.000Z
VICE Token,VICE,0.025526689186210077,25228294.0095205,402453.33772413,5.5429466,-4.69761199,-8.52769469,988310463.0407467,1000000000,1000000000.0,706,2025-06-28T06:15:00.000Z
Assemble AI,ASM,0.017086822642846118,25630233.964269176,2360488.2102904,-0.1030044,-2.38625657,-27.67317221,1500000000,3000000000,3000000000.0,709,2025-06-28T06:15:00.000Z
Maverick Protocol,MAV,0.04241564519725023,25298047.0435794,2457314.86190574,-0.10852026,-1.42294991,-4.46757285,596431975.1811638,2000000000,2000000000.0,710,2025-06-28T06:15:00.000Z
ORIGYN,OGY,0.0032262626898001082,25257251.966856573,335772.13900304,0.66444517,-1.04207546,27.59344824,7828640875,10416262136.082434,,711,2025-06-28T06:15:00.000Z
Radiant Capital,RDNT,0.01954440755445308,25238793.25842276,6629603.59896359,0.15912308,-1.19238301,-5.62060377,1291356271,1500000000,1500000000.0,712,2025-06-28T06:15:00.000Z
AI Rig Complex,ARC,0.025205537329013553,25205494.958505303,623102.91958616,0.14650545,3.94687168,-2.63485243,999998319,999998319,999998319.0,713,2025-06-28T06:15:00.000Z
Parcl,PRCL,0.061014958542164655,25155519.051433865,4437152.66926126,-0.12340323,0.49724625,0.1529429,412284457,1000000000,1000000000.0,715,2025-06-28T06:15:00.000Z
Solend,SLND,0.25248822887792016,25164597.061563827,40456.16976534,-0.11475922,-0.60362172,-0.75787688,99666416.820291,100000000,,714,2025-06-28T06:14:00.000Z
Fair and Free,FAIR3,0.02684537890366674,25122287.131421696,9385868.11904866,0.67182955,-3.20201172,-3.25937293,935814213,935814213,935814213.0,716,2025-06-28T06:15:00.000Z
Aegis YUSD,YUSD,1.0004699986362697,25113289.900589716,171263.61444967,0.02115206,0.05071127,0.06342695,25101492.23347165,25101492.23347165,,717,2025-06-28T06:15:00.000Z
Stride,STRD,0.2840915909818761,24950550.796661504,171615.04281043,-0.60639384,1.72483482,-14.82311152,87825728,87826193,100000000.0,718,2025-06-28T06:15:00.000Z
Fartboy,FARTBOY,0.02488262538788837,24868702.489030953,649178.33832726,3.47642579,41.59002455,21.95511275,999440457,999440457,999440457.0,719,2025-06-28T06:15:00.000Z
Moss Coin,MOC,0.0575997845677888,24853713.072022405,196640.65612773,-0.1180892,1.59123327,-7.44581391,431489688,500000000,500000000.0,720,2025-06-28T06:15:00.000Z
Alpha Quark Token,AQT,0.9197356160102222,24654617.789628837,3008608.47958765,-0.31563749,1.14894037,-0.18536406,26806201,30000000,30000000.0,721,2025-06-28T06:15:00.000Z
Resolv,RESOLV,0.15823832170582813,24645618.60568273,37022050.68831018,-0.07335871,6.18256363,-15.42809938,155750000,1000000000,1000000000.0,722,2025-06-28T06:14:00.000Z
MetaMUI,MMUI,0.05163749542265704,24592175.999068975,242850.35615746,0.2340216,0.08087986,6.01691939,476246491,800000000,800000000.0,723,2025-06-28T06:15:00.000Z
SaucerSwap,SAUCE,0.029744174728658302,24542665.876726948,131417.10591173,0.04469536,2.22671395,0.30394014,825125124.519937,836682736.561207,1000000000.0,724,2025-06-28T06:15:00.000Z
NFPrompt,NFP,0.053667274468717295,24543001.231717397,2172621.54201679,-0.10789648,-0.06871112,-2.88404594,457317824.96283716,1000000000,1000000000.0,725,2025-06-28T06:15:00.000Z
Haedal Protocol,HAEDAL,0.12026238451472548,24503460.844875317,12958923.07489015,0.03180409,1.80303596,-2.57378741,203750000,1000000000,1000000000.0,726,2025-06-28T06:15:00.000Z
Groestlcoin,GRS,0.27779467409685316,24407116.15060116,101191.5313562,1.1077415,2.211369,-6.42447348,87860273.88736624,87860273.88736624,105000000.0,727,2025-06-28T06:15:00.000Z
Fractal Bitcoin,FB,0.4825741498842625,24378415.57079158,4191111.54167645,-0.26845943,0.31225515,-6.99614773,50517450.17141582,126054275,210000000.0,728,2025-06-28T06:15:00.000Z
Morphware,XMW,0.02936530974345503,24188293.26176818,557262.56124,0.02122316,-7.4300872,6.0023731,823702984,1232922769,1232922769.0,729,2025-06-28T06:15:00.000Z
BOBO,BOBO,3.647515428830504e-07,24122640.60111665,1958110.11492137,0.00453829,-5.23793681,6.39927833,66134444313649,66484444313649,69000000000000.0,730,2025-06-28T06:15:00.000Z
AhaToken,AHT,0.003606434099962148,24133931.356435835,108133.2741638,0.34313524,-0.16625923,-1.75238147,6691909705.68106,7673122637.674749,10500000000.0,731,2025-06-28T06:15:00.000Z
Dusk,DUSK,0.04935679552,23972595.55032,2820702.49611402,-0.41922093,-1.56008695,-6.18339314,485699999.31632507,500000000,1000000000.0,732,2025-06-28T06:15:00.000Z
Automata Network,ATA,0.04075840099629334,23957463.19016156,7428597.38119848,-6.348e-05,0.22814573,1.43525305,587792028.2579365,1000000000,,733,2025-06-28T06:15:00.000Z
Mr Miggles,MIGGLES,0.02492124345843363,23858878.03887722,1394200.87041972,-0.12682634,-6.72735785,0.87643353,957371091,958766520,958766520.0,734,2025-06-28T06:15:00.000Z
MOBOX,MBOX,0.04749508416735771,23762857.680985052,10327889.23290764,0.12313121,2.670476,8.29021631,500322467,550322467,550322467.0,735,2025-06-28T06:15:00.000Z
Isiklar Coin,ISIKC,0.23748996324348332,23748996.32434833,725022.80472134,-0.07895706,-0.20677185,0.83067495,100000000,100000000,100000000.0,736,2025-06-28T06:15:00.000Z
Alien Worlds,TLM,0.0040417047072042345,23617629.017508555,5255993.61144525,-0.01062893,-0.66491285,-1.82601519,5843482077.1074,6728466205.5372,10000000000.0,737,2025-06-28T06:15:00.000Z
SORA,XOR,3.8714217072e-14,23533051.42776401,18916.65199764,-3.26123051,-23.52552377,-43.38728127,607865874802470300000,607865874802470300000,,738,2025-06-28T06:15:00.000Z
Burnedfi,BURN,1.8151594340223463,23468867.61261398,242547.1048772,2.48973598,1.15834937,-0.74331703,12929369.82433966,12929369.82433966,21000000.0,739,2025-06-28T06:15:00.000Z
Phoenix,PHB,0.40684229249584253,23126303.834248263,5631193.59951144,-0.38874466,0.33101178,-2.52328548,56843411.46633517,56843411.46633517,64000000.0,740,2025-06-28T06:15:00.000Z
DAO Maker,DAO,0.11696241538565491,23074708.48405969,2769369.1608901,0.02527001,0.89776694,-3.06308163,197283105.07248414,278095484.75248414,,741,2025-06-28T06:15:00.000Z
Sharp,SHARP,0.008558506632319357,22998754.490153044,116161.09850405,0.25831795,1.74272401,2.15451733,2687239197,68230000000,100000000000.0,742,2025-06-28T06:15:00.000Z
Magpie,MGP,0.04793058085770979,22938692.582015175,3876.84072245,0.08764486,-0.94586713,-4.48053128,478581568.83415717,1000000000,1000000000.0,743,2025-06-28T06:15:00.000Z
PlatON,LAT,0.003453260565272172,22829521.80844558,3319638.54226111,-0.55058277,-4.81338326,-9.90702277,6611004694.528821,10250000000,,744,2025-06-28T06:15:00.000Z
Agoras: Tau Net,AGRS,0.7640064126734118,22814614.973729815,28840.02206265,-0.07618766,-4.31703018,2.80276571,29861810.83728983,42000000,,745,2025-06-28T06:14:00.000Z
Neon EVM,NEON,0.09525725088247075,22810827.783142075,699005.78322485,0.10934703,0.2100214,-8.23483154,239465527,1000000000,1000000000.0,746,2025-06-28T06:15:00.000Z
Minswap,MIN,0.01589340939827339,22756855.51249044,39958.99483406,-0.05205542,-1.5044956,1.15633265,1431842277.65269,3000000000,,747,2025-06-28T06:15:00.000Z
Ultra,UOS,0.051271653801276414,22718380.117598984,1195946.45216225,-0.01169346,-1.33739893,-1.74196884,443098250.8513,1000000000,,748,2025-06-28T06:15:00.000Z
Renzo,REZ,0.008094694722801042,22636466.17405052,7969899.6374282,0.04081881,-0.63439607,-4.59536599,2796457056.0379977,10000000000,10000000000.0,749,2025-06-28T06:15:00.000Z
RIZE,RIZE,0.02266091237253645,22519741.897732545,40120.10199498,0.63338461,-1.97209744,-12.40713095,993770309.3113322,5000000000,5000000000.0,750,2025-06-28T06:15:00.000Z
Stader,SD,0.42221423506060174,22497457.291737698,2967966.54693315,0.15247806,0.72506964,-3.90345636,53284459.46051195,120000000,120000000.0,751,2025-06-28T06:15:00.000Z
RACA,RACA,5.473847398423206e-05,22479469.422810998,4152311.11086699,-0.12007034,-1.69973693,-6.09722955,410670371068.18915,415670371068.18945,500000000000.0,752,2025-06-28T06:15:00.000Z
NeuralAI,NEURAL,2.24443583965054,22444358.3965054,162547.27617337,1.35386046,-4.75287447,5.27411735,10000000,10000000,,753,2025-06-28T06:15:00.000Z
Kekius Maximus (kekiusmaximus.vip),KEKIUS,0.022364015227860995,22364015.227860995,3936498.46984149,-1.31079755,-6.706466,-19.76870287,1000000000,1000000000,,754,2025-06-28T06:15:00.000Z
Covalent X Token,CXT,0.022904242353020163,22329139.73177818,1611622.99011485,0.1209855,-0.20825005,-10.84878069,974891000,1000000000,1000000000.0,755,2025-06-28T06:15:00.000Z
Lorenzo Protocol,BANK,0.0522002329941517,22198149.08076301,7409613.84828065,-0.35868761,3.06609537,18.1329236,425250000,425250000,2100000000.0,756,2025-06-28T06:15:00.000Z
Wen,WEN,3.0413690732911787e-05,22132558.298817627,2708121.24108712,2.0616127,7.43098303,-7.65672859,727716951329,727716951329,727716951329.0,757,2025-06-28T06:15:00.000Z
Masha,MASHA,0.021967633930108647,21967633.930108648,268902.04851329,-0.02787219,10.54100033,24.32612016,1000000000,1000000000,1000000000.0,758,2025-06-28T06:15:00.000Z
McDull,MCDULL,2.893829865391204e-06,21864492.316284593,18076.63964431,0.74815979,2.88102229,-2.25838913,7555555555554,8888888888888,8888888888888.0,759,2025-06-28T06:15:00.000Z
Dego Finance,DEGO,1.0398502671502594,21833957.165493418,5712260.38902566,-0.19641392,-0.55628682,-1.1760136,20997212.63267069,21000000,21000000.0,760,2025-06-28T06:15:00.000Z
SideShift Token,XAI,0.1511910583146229,21816830.102742806,0.0,0.0,2.26483846,-4.19521962,144299738,210000000,210000000.0,761,2025-06-28T06:15:00.000Z
AGENDA 47,A47,0.021792587611887473,21792378.29408346,6836110.60888702,0.87809333,-5.07296191,-12.96460186,999990395,999990395,999990395.0,762,2025-06-28T06:15:00.000Z
Green Satoshi Token (SOL),GST,0.006174982614723928,21639837.247125264,434780.39560705,-0.29020636,-1.98112301,0.23740649,3504436951.0492525,3514436951.0492525,,763,2025-06-28T06:15:00.000Z
Heima,HEI,0.2829131946420152,21678416.769156355,2653353.34907218,-0.12979963,-1.76504245,-8.03993903,76625683,96436236,100000000.0,764,2025-06-28T06:15:00.000Z
Toko Token,TKO,0.1276542738334434,21531095.0805948,1386067.114685,0.26783953,-0.35926305,-1.18065517,168667248.13841677,496196900.66,500000000.0,765,2025-06-28T06:15:00.000Z
Truth,TRUU,0.0017724716723621775,21533390.1892095,892657.34758354,1.74474474,-5.92059501,-13.38775031,12148792291,100000000000,100000000000.0,766,2025-06-28T06:15:00.000Z
Gitcoin,GTC,0.2232888076900751,21521630.928814497,2047253.79941549,0.00403377,-0.00747251,-1.0777123,96384727.70514555,100000000,,767,2025-06-28T06:15:00.000Z
Orbiter Finance,OBT,0.006911818823133757,21426638.351714645,5784571.39155653,0.28149316,2.45128339,-18.75982331,3100000000,10000000000,10000000000.0,768,2025-06-28T06:14:00.000Z
Hooked Protocol,HOOK,0.08951094279263541,21385542.484681714,3586934.73497693,-0.52431813,-0.86866251,-4.46894664,238915397.57573897,500000000,,769,2025-06-28T06:15:00.000Z
OORT,OORT,0.04021106084405883,21293360.418124393,950413.07069358,-0.01431159,0.76318302,4.9419616,529539882.09118533,2000000000,2000000000.0,770,2025-06-28T06:15:00.000Z
DEXTools,DEXT,0.27446612343795557,21287684.4144054,5108.43460862,-0.00137169,-0.42298414,-2.43043886,77560334.7610132,120551255,200000000.0,771,2025-06-28T06:15:00.000Z
Chainbounty,BOUNTY,0.04061940234035634,21257487.130007878,144872.09251849,-0.29266143,-1.30880465,-4.11371249,523333331,523333331,,772,2025-06-28T06:15:00.000Z
Pikaboss,PIKA,5.016766000729934e-08,21105032.888470758,990.22949561,0.05550522,-0.76556907,-1.12673765,420690000000000,420690000000000,420690000000000.0,773,2025-06-28T06:15:00.000Z
Wanchain,WAN,0.10514083349176384,20875421.358852364,4619423.14491122,0.09575619,-0.73909986,0.11743893,198547231.03833517,198547256.91101563,210000000.0,774,2025-06-28T06:15:00.000Z
Enzyme,MLN,6.9733433863850935,20861999.7188563,6736581.00195956,0.01979201,-0.17440085,-4.50821192,2991678.24713576,2992297.86280768,,775,2025-06-28T06:15:00.000Z
NAVI Protocol,NAVX,0.03619254830672551,20848625.058666136,2775446.78638555,-0.37027583,-4.29142366,2.43472701,576047447.17,1000000000,1000000000.0,776,2025-06-28T06:15:00.000Z
Hegic,HEGIC,0.02948284033904755,20747881.07856242,62494.04707101,-0.00208166,-0.31619194,5.43346646,703727349.1958504,3012009888,3012009888.0,777,2025-06-28T06:14:00.000Z
ELYSIA,EL,0.004307978782918231,20721243.98571336,695395.58678746,0.44549863,1.44004035,0.63415521,4809968904.182198,6803300704.688,7000000000.0,778,2025-06-28T06:15:00.000Z
